Minutes,Hours,Temperature,Well,OD_reading,Isolate,CadGene,Conc,Salt,Rep
0,0,22,A1,0.0692,WRLP92,none,120,CdCl2,Rep1
10,0,22.5,A1,0.0693,WRLP92,none,120,CdCl2,Rep1
20,0,23.5,A1,0.0691,WRLP92,none,120,CdCl2,Rep1
30,0,24.5,A1,0.069,WRLP92,none,120,CdCl2,Rep1
40,0,25.5,A1,0.0691,WRLP92,none,120,CdCl2,Rep1
50,0,26,A1,0.0696,WRLP92,none,120,CdCl2,Rep1
60,1,26.5,A1,0.0697,WRLP92,none,120,CdCl2,Rep1
70,1,27.5,A1,0.0695,WRLP92,none,120,CdCl2,Rep1
80,1,27.5,A1,0.0701,WRLP92,none,120,CdCl2,Rep1
90,1,28,A1,0.0698,WRLP92,none,120,CdCl2,Rep1
100,1,28.5,A1,0.0693,WRLP92,none,120,CdCl2,Rep1
110,1,29,A1,0.0696,WRLP92,none,120,CdCl2,Rep1
120,2,29,A1,0.0697,WRLP92,none,120,CdCl2,Rep1
130,2,29,A1,0.0701,WRLP92,none,120,CdCl2,Rep1
140,2,29.5,A1,0.0696,WRLP92,none,120,CdCl2,Rep1
150,2,29.5,A1,0.0698,WRLP92,none,120,CdCl2,Rep1
160,2,29.5,A1,0.0696,WRLP92,none,120,CdCl2,Rep1
170,2,30,A1,0.0698,WRLP92,none,120,CdCl2,Rep1
180,3,30,A1,0.0697,WRLP92,none,120,CdCl2,Rep1
190,3,30,A1,0.0697,WRLP92,none,120,CdCl2,Rep1
200,3,30,A1,0.0697,WRLP92,none,120,CdCl2,Rep1
210,3,30,A1,0.0695,WRLP92,none,120,CdCl2,Rep1
220,3,30,A1,0.0695,WRLP92,none,120,CdCl2,Rep1
230,3,30,A1,0.0702,WRLP92,none,120,CdCl2,Rep1
240,4,30,A1,0.0702,WRLP92,none,120,CdCl2,Rep1
250,4,30,A1,0.07,WRLP92,none,120,CdCl2,Rep1
260,4,30.5,A1,0.0698,WRLP92,none,120,CdCl2,Rep1
270,4,30.5,A1,0.0697,WRLP92,none,120,CdCl2,Rep1
280,4,30.5,A1,0.0698,WRLP92,none,120,CdCl2,Rep1
290,4,30.5,A1,0.0701,WRLP92,none,120,CdCl2,Rep1
300,5,30.5,A1,0.0699,WRLP92,none,120,CdCl2,Rep1
310,5,30.5,A1,0.07,WRLP92,none,120,CdCl2,Rep1
320,5,30,A1,0.07,WRLP92,none,120,CdCl2,Rep1
330,5,30,A1,0.0699,WRLP92,none,120,CdCl2,Rep1
340,5,30,A1,0.0707,WRLP92,none,120,CdCl2,Rep1
350,5,30,A1,0.07,WRLP92,none,120,CdCl2,Rep1
360,6,30,A1,0.0696,WRLP92,none,120,CdCl2,Rep1
370,6,30,A1,0.0693,WRLP92,none,120,CdCl2,Rep1
380,6,30,A1,0.0697,WRLP92,none,120,CdCl2,Rep1
390,6,30,A1,0.0697,WRLP92,none,120,CdCl2,Rep1
400,6,30,A1,0.0702,WRLP92,none,120,CdCl2,Rep1
410,6,30,A1,0.0695,WRLP92,none,120,CdCl2,Rep1
420,7,30,A1,0.0696,WRLP92,none,120,CdCl2,Rep1
430,7,30,A1,0.07,WRLP92,none,120,CdCl2,Rep1
440,7,30,A1,0.0694,WRLP92,none,120,CdCl2,Rep1
450,7,30,A1,0.07,WRLP92,none,120,CdCl2,Rep1
460,7,30,A1,0.0698,WRLP92,none,120,CdCl2,Rep1
470,7,30,A1,0.0704,WRLP92,none,120,CdCl2,Rep1
480,8,30,A1,0.0703,WRLP92,none,120,CdCl2,Rep1
490,8,30,A1,0.07,WRLP92,none,120,CdCl2,Rep1
500,8,30,A1,0.0706,WRLP92,none,120,CdCl2,Rep1
510,8,30,A1,0.0703,WRLP92,none,120,CdCl2,Rep1
520,8,30,A1,0.0697,WRLP92,none,120,CdCl2,Rep1
530,8,30,A1,0.07,WRLP92,none,120,CdCl2,Rep1
540,9,30,A1,0.0702,WRLP92,none,120,CdCl2,Rep1
550,9,30,A1,0.0703,WRLP92,none,120,CdCl2,Rep1
560,9,30,A1,0.0707,WRLP92,none,120,CdCl2,Rep1
570,9,30,A1,0.0701,WRLP92,none,120,CdCl2,Rep1
580,9,30,A1,0.0707,WRLP92,none,120,CdCl2,Rep1
590,9,30,A1,0.0695,WRLP92,none,120,CdCl2,Rep1
600,10,30,A1,0.0703,WRLP92,none,120,CdCl2,Rep1
610,10,30,A1,0.0693,WRLP92,none,120,CdCl2,Rep1
620,10,30,A1,0.0707,WRLP92,none,120,CdCl2,Rep1
630,10,30,A1,0.0703,WRLP92,none,120,CdCl2,Rep1
640,10,30,A1,0.0707,WRLP92,none,120,CdCl2,Rep1
650,10,30,A1,0.07,WRLP92,none,120,CdCl2,Rep1
660,11,30,A1,0.07,WRLP92,none,120,CdCl2,Rep1
670,11,30,A1,0.0707,WRLP92,none,120,CdCl2,Rep1
680,11,30,A1,0.0699,WRLP92,none,120,CdCl2,Rep1
690,11,30,A1,0.0702,WRLP92,none,120,CdCl2,Rep1
700,11,29.5,A1,0.0697,WRLP92,none,120,CdCl2,Rep1
710,11,29.5,A1,0.0704,WRLP92,none,120,CdCl2,Rep1
720,12,29.5,A1,0.0691,WRLP92,none,120,CdCl2,Rep1
730,12,29.5,A1,0.0698,WRLP92,none,120,CdCl2,Rep1
740,12,29.5,A1,0.0696,WRLP92,none,120,CdCl2,Rep1
750,12,29.5,A1,0.0703,WRLP92,none,120,CdCl2,Rep1
760,12,29.5,A1,0.0711,WRLP92,none,120,CdCl2,Rep1
770,12,29.5,A1,0.0698,WRLP92,none,120,CdCl2,Rep1
780,13,29.5,A1,0.0703,WRLP92,none,120,CdCl2,Rep1
790,13,29.5,A1,0.0707,WRLP92,none,120,CdCl2,Rep1
800,13,29.5,A1,0.07,WRLP92,none,120,CdCl2,Rep1
810,13,29.5,A1,0.0708,WRLP92,none,120,CdCl2,Rep1
820,13,29.5,A1,0.0698,WRLP92,none,120,CdCl2,Rep1
830,13,29.5,A1,0.0696,WRLP92,none,120,CdCl2,Rep1
840,14,29.5,A1,0.0696,WRLP92,none,120,CdCl2,Rep1
850,14,29.5,A1,0.0704,WRLP92,none,120,CdCl2,Rep1
860,14,29.5,A1,0.0708,WRLP92,none,120,CdCl2,Rep1
870,14,29.5,A1,0.0699,WRLP92,none,120,CdCl2,Rep1
880,14,29.5,A1,0.071,WRLP92,none,120,CdCl2,Rep1
890,14,29.5,A1,0.0701,WRLP92,none,120,CdCl2,Rep1
900,15,29.5,A1,0.0714,WRLP92,none,120,CdCl2,Rep1
910,15,29.5,A1,0.0707,WRLP92,none,120,CdCl2,Rep1
920,15,29.5,A1,0.0699,WRLP92,none,120,CdCl2,Rep1
930,15,29.5,A1,0.0698,WRLP92,none,120,CdCl2,Rep1
940,15,29.5,A1,0.0693,WRLP92,none,120,CdCl2,Rep1
950,15,29.5,A1,0.0706,WRLP92,none,120,CdCl2,Rep1
960,16,29,A1,0.0699,WRLP92,none,120,CdCl2,Rep1
970,16,29,A1,0.07,WRLP92,none,120,CdCl2,Rep1
980,16,29,A1,0.07,WRLP92,none,120,CdCl2,Rep1
990,16,29,A1,0.0706,WRLP92,none,120,CdCl2,Rep1
1000,16,29,A1,0.071,WRLP92,none,120,CdCl2,Rep1
1010,16,29,A1,0.07,WRLP92,none,120,CdCl2,Rep1
1020,17,29,A1,0.0703,WRLP92,none,120,CdCl2,Rep1
1030,17,29,A1,0.0708,WRLP92,none,120,CdCl2,Rep1
1040,17,29,A1,0.071,WRLP92,none,120,CdCl2,Rep1
1050,17,29,A1,0.0698,WRLP92,none,120,CdCl2,Rep1
1060,17,29,A1,0.0705,WRLP92,none,120,CdCl2,Rep1
1070,17,29,A1,0.07,WRLP92,none,120,CdCl2,Rep1
1080,18,29,A1,0.0706,WRLP92,none,120,CdCl2,Rep1
1090,18,29,A1,0.0707,WRLP92,none,120,CdCl2,Rep1
1100,18,29,A1,0.0706,WRLP92,none,120,CdCl2,Rep1
1110,18,29,A1,0.0706,WRLP92,none,120,CdCl2,Rep1
1120,18,29,A1,0.0711,WRLP92,none,120,CdCl2,Rep1
1130,18,29,A1,0.071,WRLP92,none,120,CdCl2,Rep1
1140,19,29,A1,0.0707,WRLP92,none,120,CdCl2,Rep1
1150,19,29,A1,0.0709,WRLP92,none,120,CdCl2,Rep1
1160,19,29,A1,0.0701,WRLP92,none,120,CdCl2,Rep1
1170,19,29,A1,0.0703,WRLP92,none,120,CdCl2,Rep1
1180,19,29,A1,0.0708,WRLP92,none,120,CdCl2,Rep1
1190,19,29,A1,0.0707,WRLP92,none,120,CdCl2,Rep1
1200,20,29,A1,0.0716,WRLP92,none,120,CdCl2,Rep1
1210,20,29,A1,0.0718,WRLP92,none,120,CdCl2,Rep1
1220,20,29.5,A1,0.0711,WRLP92,none,120,CdCl2,Rep1
1230,20,29.5,A1,0.0704,WRLP92,none,120,CdCl2,Rep1
1240,20,29.5,A1,0.0705,WRLP92,none,120,CdCl2,Rep1
1250,20,29.5,A1,0.0711,WRLP92,none,120,CdCl2,Rep1
1260,21,29.5,A1,0.0712,WRLP92,none,120,CdCl2,Rep1
1270,21,29.5,A1,0.0709,WRLP92,none,120,CdCl2,Rep1
1280,21,29.5,A1,0.0701,WRLP92,none,120,CdCl2,Rep1
1290,21,29.5,A1,0.0705,WRLP92,none,120,CdCl2,Rep1
1300,21,29.5,A1,0.0702,WRLP92,none,120,CdCl2,Rep1
1310,21,29.5,A1,0.0712,WRLP92,none,120,CdCl2,Rep1
1320,22,29.5,A1,0.0712,WRLP92,none,120,CdCl2,Rep1
1330,22,29.5,A1,0.0701,WRLP92,none,120,CdCl2,Rep1
1340,22,29.5,A1,0.0701,WRLP92,none,120,CdCl2,Rep1
1350,22,29.5,A1,0.0716,WRLP92,none,120,CdCl2,Rep1
1360,22,29.5,A1,0.0705,WRLP92,none,120,CdCl2,Rep1
1370,22,29.5,A1,0.07,WRLP92,none,120,CdCl2,Rep1
1380,23,29.5,A1,0.0705,WRLP92,none,120,CdCl2,Rep1
1390,23,29.5,A1,0.07,WRLP92,none,120,CdCl2,Rep1
1400,23,29.5,A1,0.071,WRLP92,none,120,CdCl2,Rep1
1410,23,29.5,A1,0.07,WRLP92,none,120,CdCl2,Rep1
0,0,22,A2,0.0704,WRLP46,cadA1,120,CdCl2,Rep1
10,0,22.5,A2,0.0704,WRLP46,cadA1,120,CdCl2,Rep1
20,0,23.5,A2,0.0696,WRLP46,cadA1,120,CdCl2,Rep1
30,0,24.5,A2,0.0704,WRLP46,cadA1,120,CdCl2,Rep1
40,0,25.5,A2,0.0702,WRLP46,cadA1,120,CdCl2,Rep1
50,0,26,A2,0.0705,WRLP46,cadA1,120,CdCl2,Rep1
60,1,26.5,A2,0.0706,WRLP46,cadA1,120,CdCl2,Rep1
70,1,27.5,A2,0.0704,WRLP46,cadA1,120,CdCl2,Rep1
80,1,27.5,A2,0.0707,WRLP46,cadA1,120,CdCl2,Rep1
90,1,28,A2,0.0697,WRLP46,cadA1,120,CdCl2,Rep1
100,1,28.5,A2,0.0704,WRLP46,cadA1,120,CdCl2,Rep1
110,1,29,A2,0.0707,WRLP46,cadA1,120,CdCl2,Rep1
120,2,29,A2,0.0704,WRLP46,cadA1,120,CdCl2,Rep1
130,2,29,A2,0.0705,WRLP46,cadA1,120,CdCl2,Rep1
140,2,29.5,A2,0.0712,WRLP46,cadA1,120,CdCl2,Rep1
150,2,29.5,A2,0.0707,WRLP46,cadA1,120,CdCl2,Rep1
160,2,29.5,A2,0.0702,WRLP46,cadA1,120,CdCl2,Rep1
170,2,30,A2,0.0698,WRLP46,cadA1,120,CdCl2,Rep1
180,3,30,A2,0.0702,WRLP46,cadA1,120,CdCl2,Rep1
190,3,30,A2,0.07,WRLP46,cadA1,120,CdCl2,Rep1
200,3,30,A2,0.0704,WRLP46,cadA1,120,CdCl2,Rep1
210,3,30,A2,0.0697,WRLP46,cadA1,120,CdCl2,Rep1
220,3,30,A2,0.0696,WRLP46,cadA1,120,CdCl2,Rep1
230,3,30,A2,0.0704,WRLP46,cadA1,120,CdCl2,Rep1
240,4,30,A2,0.0704,WRLP46,cadA1,120,CdCl2,Rep1
250,4,30,A2,0.0695,WRLP46,cadA1,120,CdCl2,Rep1
260,4,30.5,A2,0.0704,WRLP46,cadA1,120,CdCl2,Rep1
270,4,30.5,A2,0.0706,WRLP46,cadA1,120,CdCl2,Rep1
280,4,30.5,A2,0.07,WRLP46,cadA1,120,CdCl2,Rep1
290,4,30.5,A2,0.0708,WRLP46,cadA1,120,CdCl2,Rep1
300,5,30.5,A2,0.0701,WRLP46,cadA1,120,CdCl2,Rep1
310,5,30.5,A2,0.0706,WRLP46,cadA1,120,CdCl2,Rep1
320,5,30,A2,0.0701,WRLP46,cadA1,120,CdCl2,Rep1
330,5,30,A2,0.0703,WRLP46,cadA1,120,CdCl2,Rep1
340,5,30,A2,0.0703,WRLP46,cadA1,120,CdCl2,Rep1
350,5,30,A2,0.0708,WRLP46,cadA1,120,CdCl2,Rep1
360,6,30,A2,0.071,WRLP46,cadA1,120,CdCl2,Rep1
370,6,30,A2,0.0711,WRLP46,cadA1,120,CdCl2,Rep1
380,6,30,A2,0.0702,WRLP46,cadA1,120,CdCl2,Rep1
390,6,30,A2,0.0703,WRLP46,cadA1,120,CdCl2,Rep1
400,6,30,A2,0.0707,WRLP46,cadA1,120,CdCl2,Rep1
410,6,30,A2,0.0706,WRLP46,cadA1,120,CdCl2,Rep1
420,7,30,A2,0.0709,WRLP46,cadA1,120,CdCl2,Rep1
430,7,30,A2,0.0699,WRLP46,cadA1,120,CdCl2,Rep1
440,7,30,A2,0.0711,WRLP46,cadA1,120,CdCl2,Rep1
450,7,30,A2,0.0707,WRLP46,cadA1,120,CdCl2,Rep1
460,7,30,A2,0.0703,WRLP46,cadA1,120,CdCl2,Rep1
470,7,30,A2,0.0702,WRLP46,cadA1,120,CdCl2,Rep1
480,8,30,A2,0.0702,WRLP46,cadA1,120,CdCl2,Rep1
490,8,30,A2,0.0702,WRLP46,cadA1,120,CdCl2,Rep1
500,8,30,A2,0.0707,WRLP46,cadA1,120,CdCl2,Rep1
510,8,30,A2,0.0709,WRLP46,cadA1,120,CdCl2,Rep1
520,8,30,A2,0.0709,WRLP46,cadA1,120,CdCl2,Rep1
530,8,30,A2,0.0707,WRLP46,cadA1,120,CdCl2,Rep1
540,9,30,A2,0.0711,WRLP46,cadA1,120,CdCl2,Rep1
550,9,30,A2,0.0708,WRLP46,cadA1,120,CdCl2,Rep1
560,9,30,A2,0.071,WRLP46,cadA1,120,CdCl2,Rep1
570,9,30,A2,0.0715,WRLP46,cadA1,120,CdCl2,Rep1
580,9,30,A2,0.0718,WRLP46,cadA1,120,CdCl2,Rep1
590,9,30,A2,0.071,WRLP46,cadA1,120,CdCl2,Rep1
600,10,30,A2,0.0719,WRLP46,cadA1,120,CdCl2,Rep1
610,10,30,A2,0.0709,WRLP46,cadA1,120,CdCl2,Rep1
620,10,30,A2,0.072,WRLP46,cadA1,120,CdCl2,Rep1
630,10,30,A2,0.0714,WRLP46,cadA1,120,CdCl2,Rep1
640,10,30,A2,0.0716,WRLP46,cadA1,120,CdCl2,Rep1
650,10,30,A2,0.0735,WRLP46,cadA1,120,CdCl2,Rep1
660,11,30,A2,0.0722,WRLP46,cadA1,120,CdCl2,Rep1
670,11,30,A2,0.072,WRLP46,cadA1,120,CdCl2,Rep1
680,11,30,A2,0.0735,WRLP46,cadA1,120,CdCl2,Rep1
690,11,30,A2,0.0728,WRLP46,cadA1,120,CdCl2,Rep1
700,11,29.5,A2,0.0733,WRLP46,cadA1,120,CdCl2,Rep1
710,11,29.5,A2,0.073,WRLP46,cadA1,120,CdCl2,Rep1
720,12,29.5,A2,0.0734,WRLP46,cadA1,120,CdCl2,Rep1
730,12,29.5,A2,0.0746,WRLP46,cadA1,120,CdCl2,Rep1
740,12,29.5,A2,0.0756,WRLP46,cadA1,120,CdCl2,Rep1
750,12,29.5,A2,0.0755,WRLP46,cadA1,120,CdCl2,Rep1
760,12,29.5,A2,0.0752,WRLP46,cadA1,120,CdCl2,Rep1
770,12,29.5,A2,0.0766,WRLP46,cadA1,120,CdCl2,Rep1
780,13,29.5,A2,0.0763,WRLP46,cadA1,120,CdCl2,Rep1
790,13,29.5,A2,0.0773,WRLP46,cadA1,120,CdCl2,Rep1
800,13,29.5,A2,0.0781,WRLP46,cadA1,120,CdCl2,Rep1
810,13,29.5,A2,0.0781,WRLP46,cadA1,120,CdCl2,Rep1
820,13,29.5,A2,0.0796,WRLP46,cadA1,120,CdCl2,Rep1
830,13,29.5,A2,0.08,WRLP46,cadA1,120,CdCl2,Rep1
840,14,29.5,A2,0.0813,WRLP46,cadA1,120,CdCl2,Rep1
850,14,29.5,A2,0.0814,WRLP46,cadA1,120,CdCl2,Rep1
860,14,29.5,A2,0.0826,WRLP46,cadA1,120,CdCl2,Rep1
870,14,29.5,A2,0.0827,WRLP46,cadA1,120,CdCl2,Rep1
880,14,29.5,A2,0.085,WRLP46,cadA1,120,CdCl2,Rep1
890,14,29.5,A2,0.0848,WRLP46,cadA1,120,CdCl2,Rep1
900,15,29.5,A2,0.0857,WRLP46,cadA1,120,CdCl2,Rep1
910,15,29.5,A2,0.0867,WRLP46,cadA1,120,CdCl2,Rep1
920,15,29.5,A2,0.0881,WRLP46,cadA1,120,CdCl2,Rep1
930,15,29.5,A2,0.0881,WRLP46,cadA1,120,CdCl2,Rep1
940,15,29.5,A2,0.0891,WRLP46,cadA1,120,CdCl2,Rep1
950,15,29.5,A2,0.0905,WRLP46,cadA1,120,CdCl2,Rep1
960,16,29,A2,0.0916,WRLP46,cadA1,120,CdCl2,Rep1
970,16,29,A2,0.0914,WRLP46,cadA1,120,CdCl2,Rep1
980,16,29,A2,0.0931,WRLP46,cadA1,120,CdCl2,Rep1
990,16,29,A2,0.0945,WRLP46,cadA1,120,CdCl2,Rep1
1000,16,29,A2,0.0957,WRLP46,cadA1,120,CdCl2,Rep1
1010,16,29,A2,0.0966,WRLP46,cadA1,120,CdCl2,Rep1
1020,17,29,A2,0.0975,WRLP46,cadA1,120,CdCl2,Rep1
1030,17,29,A2,0.0993,WRLP46,cadA1,120,CdCl2,Rep1
1040,17,29,A2,0.0999,WRLP46,cadA1,120,CdCl2,Rep1
1050,17,29,A2,0.1008,WRLP46,cadA1,120,CdCl2,Rep1
1060,17,29,A2,0.1012,WRLP46,cadA1,120,CdCl2,Rep1
1070,17,29,A2,0.1018,WRLP46,cadA1,120,CdCl2,Rep1
1080,18,29,A2,0.1026,WRLP46,cadA1,120,CdCl2,Rep1
1090,18,29,A2,0.1036,WRLP46,cadA1,120,CdCl2,Rep1
1100,18,29,A2,0.1042,WRLP46,cadA1,120,CdCl2,Rep1
1110,18,29,A2,0.1048,WRLP46,cadA1,120,CdCl2,Rep1
1120,18,29,A2,0.1055,WRLP46,cadA1,120,CdCl2,Rep1
1130,18,29,A2,0.1069,WRLP46,cadA1,120,CdCl2,Rep1
1140,19,29,A2,0.1077,WRLP46,cadA1,120,CdCl2,Rep1
1150,19,29,A2,0.1085,WRLP46,cadA1,120,CdCl2,Rep1
1160,19,29,A2,0.1093,WRLP46,cadA1,120,CdCl2,Rep1
1170,19,29,A2,0.1105,WRLP46,cadA1,120,CdCl2,Rep1
1180,19,29,A2,0.112,WRLP46,cadA1,120,CdCl2,Rep1
1190,19,29,A2,0.1134,WRLP46,cadA1,120,CdCl2,Rep1
1200,20,29,A2,0.1149,WRLP46,cadA1,120,CdCl2,Rep1
1210,20,29,A2,0.1162,WRLP46,cadA1,120,CdCl2,Rep1
1220,20,29.5,A2,0.1177,WRLP46,cadA1,120,CdCl2,Rep1
1230,20,29.5,A2,0.1194,WRLP46,cadA1,120,CdCl2,Rep1
1240,20,29.5,A2,0.1205,WRLP46,cadA1,120,CdCl2,Rep1
1250,20,29.5,A2,0.122,WRLP46,cadA1,120,CdCl2,Rep1
1260,21,29.5,A2,0.1233,WRLP46,cadA1,120,CdCl2,Rep1
1270,21,29.5,A2,0.1248,WRLP46,cadA1,120,CdCl2,Rep1
1280,21,29.5,A2,0.1255,WRLP46,cadA1,120,CdCl2,Rep1
1290,21,29.5,A2,0.1266,WRLP46,cadA1,120,CdCl2,Rep1
1300,21,29.5,A2,0.1275,WRLP46,cadA1,120,CdCl2,Rep1
1310,21,29.5,A2,0.1282,WRLP46,cadA1,120,CdCl2,Rep1
1320,22,29.5,A2,0.1283,WRLP46,cadA1,120,CdCl2,Rep1
1330,22,29.5,A2,0.1288,WRLP46,cadA1,120,CdCl2,Rep1
1340,22,29.5,A2,0.1292,WRLP46,cadA1,120,CdCl2,Rep1
1350,22,29.5,A2,0.1291,WRLP46,cadA1,120,CdCl2,Rep1
1360,22,29.5,A2,0.1296,WRLP46,cadA1,120,CdCl2,Rep1
1370,22,29.5,A2,0.1295,WRLP46,cadA1,120,CdCl2,Rep1
1380,23,29.5,A2,0.1299,WRLP46,cadA1,120,CdCl2,Rep1
1390,23,29.5,A2,0.13,WRLP46,cadA1,120,CdCl2,Rep1
1400,23,29.5,A2,0.1311,WRLP46,cadA1,120,CdCl2,Rep1
1410,23,29.5,A2,0.1307,WRLP46,cadA1,120,CdCl2,Rep1
0,0,22,A3,0.0701,WRLP81,cadA2,120,CdCl2,Rep1
10,0,22.5,A3,0.0705,WRLP81,cadA2,120,CdCl2,Rep1
20,0,23.5,A3,0.0696,WRLP81,cadA2,120,CdCl2,Rep1
30,0,24.5,A3,0.0705,WRLP81,cadA2,120,CdCl2,Rep1
40,0,25.5,A3,0.0703,WRLP81,cadA2,120,CdCl2,Rep1
50,0,26,A3,0.0701,WRLP81,cadA2,120,CdCl2,Rep1
60,1,26.5,A3,0.0699,WRLP81,cadA2,120,CdCl2,Rep1
70,1,27.5,A3,0.0702,WRLP81,cadA2,120,CdCl2,Rep1
80,1,27.5,A3,0.0707,WRLP81,cadA2,120,CdCl2,Rep1
90,1,28,A3,0.0697,WRLP81,cadA2,120,CdCl2,Rep1
100,1,28.5,A3,0.0702,WRLP81,cadA2,120,CdCl2,Rep1
110,1,29,A3,0.07,WRLP81,cadA2,120,CdCl2,Rep1
120,2,29,A3,0.07,WRLP81,cadA2,120,CdCl2,Rep1
130,2,29,A3,0.0697,WRLP81,cadA2,120,CdCl2,Rep1
140,2,29.5,A3,0.0701,WRLP81,cadA2,120,CdCl2,Rep1
150,2,29.5,A3,0.0705,WRLP81,cadA2,120,CdCl2,Rep1
160,2,29.5,A3,0.0709,WRLP81,cadA2,120,CdCl2,Rep1
170,2,30,A3,0.07,WRLP81,cadA2,120,CdCl2,Rep1
180,3,30,A3,0.0705,WRLP81,cadA2,120,CdCl2,Rep1
190,3,30,A3,0.0706,WRLP81,cadA2,120,CdCl2,Rep1
200,3,30,A3,0.07,WRLP81,cadA2,120,CdCl2,Rep1
210,3,30,A3,0.0706,WRLP81,cadA2,120,CdCl2,Rep1
220,3,30,A3,0.0704,WRLP81,cadA2,120,CdCl2,Rep1
230,3,30,A3,0.0697,WRLP81,cadA2,120,CdCl2,Rep1
240,4,30,A3,0.0704,WRLP81,cadA2,120,CdCl2,Rep1
250,4,30,A3,0.0704,WRLP81,cadA2,120,CdCl2,Rep1
260,4,30.5,A3,0.0703,WRLP81,cadA2,120,CdCl2,Rep1
270,4,30.5,A3,0.0704,WRLP81,cadA2,120,CdCl2,Rep1
280,4,30.5,A3,0.0707,WRLP81,cadA2,120,CdCl2,Rep1
290,4,30.5,A3,0.0705,WRLP81,cadA2,120,CdCl2,Rep1
300,5,30.5,A3,0.0707,WRLP81,cadA2,120,CdCl2,Rep1
310,5,30.5,A3,0.0699,WRLP81,cadA2,120,CdCl2,Rep1
320,5,30,A3,0.0703,WRLP81,cadA2,120,CdCl2,Rep1
330,5,30,A3,0.0708,WRLP81,cadA2,120,CdCl2,Rep1
340,5,30,A3,0.07,WRLP81,cadA2,120,CdCl2,Rep1
350,5,30,A3,0.0703,WRLP81,cadA2,120,CdCl2,Rep1
360,6,30,A3,0.0708,WRLP81,cadA2,120,CdCl2,Rep1
370,6,30,A3,0.0705,WRLP81,cadA2,120,CdCl2,Rep1
380,6,30,A3,0.07,WRLP81,cadA2,120,CdCl2,Rep1
390,6,30,A3,0.0708,WRLP81,cadA2,120,CdCl2,Rep1
400,6,30,A3,0.0706,WRLP81,cadA2,120,CdCl2,Rep1
410,6,30,A3,0.0702,WRLP81,cadA2,120,CdCl2,Rep1
420,7,30,A3,0.0706,WRLP81,cadA2,120,CdCl2,Rep1
430,7,30,A3,0.0709,WRLP81,cadA2,120,CdCl2,Rep1
440,7,30,A3,0.0706,WRLP81,cadA2,120,CdCl2,Rep1
450,7,30,A3,0.0708,WRLP81,cadA2,120,CdCl2,Rep1
460,7,30,A3,0.0703,WRLP81,cadA2,120,CdCl2,Rep1
470,7,30,A3,0.0697,WRLP81,cadA2,120,CdCl2,Rep1
480,8,30,A3,0.071,WRLP81,cadA2,120,CdCl2,Rep1
490,8,30,A3,0.0706,WRLP81,cadA2,120,CdCl2,Rep1
500,8,30,A3,0.071,WRLP81,cadA2,120,CdCl2,Rep1
510,8,30,A3,0.0707,WRLP81,cadA2,120,CdCl2,Rep1
520,8,30,A3,0.0715,WRLP81,cadA2,120,CdCl2,Rep1
530,8,30,A3,0.0716,WRLP81,cadA2,120,CdCl2,Rep1
540,9,30,A3,0.0718,WRLP81,cadA2,120,CdCl2,Rep1
550,9,30,A3,0.0712,WRLP81,cadA2,120,CdCl2,Rep1
560,9,30,A3,0.0713,WRLP81,cadA2,120,CdCl2,Rep1
570,9,30,A3,0.0715,WRLP81,cadA2,120,CdCl2,Rep1
580,9,30,A3,0.0718,WRLP81,cadA2,120,CdCl2,Rep1
590,9,30,A3,0.072,WRLP81,cadA2,120,CdCl2,Rep1
600,10,30,A3,0.0725,WRLP81,cadA2,120,CdCl2,Rep1
610,10,30,A3,0.0723,WRLP81,cadA2,120,CdCl2,Rep1
620,10,30,A3,0.0722,WRLP81,cadA2,120,CdCl2,Rep1
630,10,30,A3,0.0726,WRLP81,cadA2,120,CdCl2,Rep1
640,10,30,A3,0.073,WRLP81,cadA2,120,CdCl2,Rep1
650,10,30,A3,0.0737,WRLP81,cadA2,120,CdCl2,Rep1
660,11,30,A3,0.0743,WRLP81,cadA2,120,CdCl2,Rep1
670,11,30,A3,0.0743,WRLP81,cadA2,120,CdCl2,Rep1
680,11,30,A3,0.0744,WRLP81,cadA2,120,CdCl2,Rep1
690,11,30,A3,0.0751,WRLP81,cadA2,120,CdCl2,Rep1
700,11,29.5,A3,0.0757,WRLP81,cadA2,120,CdCl2,Rep1
710,11,29.5,A3,0.0762,WRLP81,cadA2,120,CdCl2,Rep1
720,12,29.5,A3,0.0776,WRLP81,cadA2,120,CdCl2,Rep1
730,12,29.5,A3,0.0783,WRLP81,cadA2,120,CdCl2,Rep1
740,12,29.5,A3,0.079,WRLP81,cadA2,120,CdCl2,Rep1
750,12,29.5,A3,0.0791,WRLP81,cadA2,120,CdCl2,Rep1
760,12,29.5,A3,0.0795,WRLP81,cadA2,120,CdCl2,Rep1
770,12,29.5,A3,0.0815,WRLP81,cadA2,120,CdCl2,Rep1
780,13,29.5,A3,0.0815,WRLP81,cadA2,120,CdCl2,Rep1
790,13,29.5,A3,0.0833,WRLP81,cadA2,120,CdCl2,Rep1
800,13,29.5,A3,0.0836,WRLP81,cadA2,120,CdCl2,Rep1
810,13,29.5,A3,0.0843,WRLP81,cadA2,120,CdCl2,Rep1
820,13,29.5,A3,0.0862,WRLP81,cadA2,120,CdCl2,Rep1
830,13,29.5,A3,0.0873,WRLP81,cadA2,120,CdCl2,Rep1
840,14,29.5,A3,0.0883,WRLP81,cadA2,120,CdCl2,Rep1
