Minutes,Hours,Temperature,Well,OD_reading,Isolate,CadGene,Conc,Salt,Rep
480,8,29,G2,0.0707,WRLP46,cadA1,40,CdCl2,Rep2
490,8,29,G2,0.0709,WRLP46,cadA1,40,CdCl2,Rep2
500,8,29,G2,0.0718,WRLP46,cadA1,40,CdCl2,Rep2
510,8,29,G2,0.0715,WRLP46,cadA1,40,CdCl2,Rep2
520,8,29,G2,0.0718,WRLP46,cadA1,40,CdCl2,Rep2
530,8,29,G2,0.0723,WRLP46,cadA1,40,CdCl2,Rep2
540,9,29,G2,0.0731,WRLP46,cadA1,40,CdCl2,Rep2
550,9,29,G2,0.0738,WRLP46,cadA1,40,CdCl2,Rep2
560,9,29,G2,0.0739,WRLP46,cadA1,40,CdCl2,Rep2
570,9,29,G2,0.0738,WRLP46,cadA1,40,CdCl2,Rep2
580,9,29,G2,0.0748,WRLP46,cadA1,40,CdCl2,Rep2
590,9,29,G2,0.0755,WRLP46,cadA1,40,CdCl2,Rep2
600,10,29,G2,0.076,WRLP46,cadA1,40,CdCl2,Rep2
610,10,29,G2,0.077,WRLP46,cadA1,40,CdCl2,Rep2
620,10,29,G2,0.0783,WRLP46,cadA1,40,CdCl2,Rep2
630,10,29,G2,0.0796,WRLP46,cadA1,40,CdCl2,Rep2
640,10,29,G2,0.0807,WRLP46,cadA1,40,CdCl2,Rep2
650,10,29,G2,0.0816,WRLP46,cadA1,40,CdCl2,Rep2
660,11,29,G2,0.084,WRLP46,cadA1,40,CdCl2,Rep2
670,11,29,G2,0.0872,WRLP46,cadA1,40,CdCl2,Rep2
680,11,29,G2,0.0875,WRLP46,cadA1,40,CdCl2,Rep2
690,11,29,G2,0.0898,WRLP46,cadA1,40,CdCl2,Rep2
700,11,29,G2,0.0921,WRLP46,cadA1,40,CdCl2,Rep2
710,11,29,G2,0.0929,WRLP46,cadA1,40,CdCl2,Rep2
720,12,29,G2,0.0949,WRLP46,cadA1,40,CdCl2,Rep2
730,12,29,G2,0.0979,WRLP46,cadA1,40,CdCl2,Rep2
740,12,29,G2,0.1015,WRLP46,cadA1,40,CdCl2,Rep2
750,12,29,G2,0.1055,WRLP46,cadA1,40,CdCl2,Rep2
760,12,29,G2,0.105,WRLP46,cadA1,40,CdCl2,Rep2
770,12,29,G2,0.1074,WRLP46,cadA1,40,CdCl2,Rep2
780,13,29,G2,0.1098,WRLP46,cadA1,40,CdCl2,Rep2
790,13,29,G2,0.1118,WRLP46,cadA1,40,CdCl2,Rep2
800,13,29,G2,0.113,WRLP46,cadA1,40,CdCl2,Rep2
810,13,29,G2,0.1142,WRLP46,cadA1,40,CdCl2,Rep2
820,13,28.5,G2,0.1155,WRLP46,cadA1,40,CdCl2,Rep2
830,13,28.5,G2,0.1178,WRLP46,cadA1,40,CdCl2,Rep2
840,14,28.5,G2,0.1207,WRLP46,cadA1,40,CdCl2,Rep2
850,14,28.5,G2,0.1229,WRLP46,cadA1,40,CdCl2,Rep2
860,14,28.5,G2,0.1248,WRLP46,cadA1,40,CdCl2,Rep2
870,14,28.5,G2,0.1264,WRLP46,cadA1,40,CdCl2,Rep2
880,14,28.5,G2,0.1278,WRLP46,cadA1,40,CdCl2,Rep2
890,14,28.5,G2,0.1288,WRLP46,cadA1,40,CdCl2,Rep2
900,15,28.5,G2,0.1294,WRLP46,cadA1,40,CdCl2,Rep2
910,15,28.5,G2,0.131,WRLP46,cadA1,40,CdCl2,Rep2
920,15,28.5,G2,0.134,WRLP46,cadA1,40,CdCl2,Rep2
930,15,28.5,G2,0.1376,WRLP46,cadA1,40,CdCl2,Rep2
940,15,28.5,G2,0.1396,WRLP46,cadA1,40,CdCl2,Rep2
950,15,28.5,G2,0.1399,WRLP46,cadA1,40,CdCl2,Rep2
960,16,28.5,G2,0.1416,WRLP46,cadA1,40,CdCl2,Rep2
970,16,28.5,G2,0.1429,WRLP46,cadA1,40,CdCl2,Rep2
980,16,28.5,G2,0.1436,WRLP46,cadA1,40,CdCl2,Rep2
990,16,28.5,G2,0.1446,WRLP46,cadA1,40,CdCl2,Rep2
1000,16,28.5,G2,0.1449,WRLP46,cadA1,40,CdCl2,Rep2
1010,16,28.5,G2,0.1444,WRLP46,cadA1,40,CdCl2,Rep2
1020,17,28.5,G2,0.1451,WRLP46,cadA1,40,CdCl2,Rep2
1030,17,28.5,G2,0.1458,WRLP46,cadA1,40,CdCl2,Rep2
1040,17,28.5,G2,0.1462,WRLP46,cadA1,40,CdCl2,Rep2
1050,17,28.5,G2,0.1478,WRLP46,cadA1,40,CdCl2,Rep2
1060,17,28.5,G2,0.1488,WRLP46,cadA1,40,CdCl2,Rep2
1070,17,28.5,G2,0.1496,WRLP46,cadA1,40,CdCl2,Rep2
1080,18,28.5,G2,0.1507,WRLP46,cadA1,40,CdCl2,Rep2
1090,18,28.5,G2,0.1522,WRLP46,cadA1,40,CdCl2,Rep2
1100,18,28.5,G2,0.1522,WRLP46,cadA1,40,CdCl2,Rep2
1110,18,28.5,G2,0.1538,WRLP46,cadA1,40,CdCl2,Rep2
1120,18,28.5,G2,0.153,WRLP46,cadA1,40,CdCl2,Rep2
1130,18,28.5,G2,0.1539,WRLP46,cadA1,40,CdCl2,Rep2
1140,19,28.5,G2,0.1547,WRLP46,cadA1,40,CdCl2,Rep2
1150,19,28.5,G2,0.1547,WRLP46,cadA1,40,CdCl2,Rep2
1160,19,28.5,G2,0.1555,WRLP46,cadA1,40,CdCl2,Rep2
1170,19,28.5,G2,0.156,WRLP46,cadA1,40,CdCl2,Rep2
1180,19,28.5,G2,0.1566,WRLP46,cadA1,40,CdCl2,Rep2
1190,19,28.5,G2,0.1563,WRLP46,cadA1,40,CdCl2,Rep2
1200,20,28.5,G2,0.1571,WRLP46,cadA1,40,CdCl2,Rep2
1210,20,28.5,G2,0.1572,WRLP46,cadA1,40,CdCl2,Rep2
1220,20,28.5,G2,0.1582,WRLP46,cadA1,40,CdCl2,Rep2
1230,20,28.5,G2,0.1584,WRLP46,cadA1,40,CdCl2,Rep2
1240,20,28.5,G2,0.1583,WRLP46,cadA1,40,CdCl2,Rep2
1250,20,28.5,G2,0.1581,WRLP46,cadA1,40,CdCl2,Rep2
1260,21,28.5,G2,0.1591,WRLP46,cadA1,40,CdCl2,Rep2
1270,21,28.5,G2,0.1593,WRLP46,cadA1,40,CdCl2,Rep2
1280,21,28.5,G2,0.16,WRLP46,cadA1,40,CdCl2,Rep2
1290,21,28.5,G2,0.1607,WRLP46,cadA1,40,CdCl2,Rep2
1300,21,28.5,G2,0.1613,WRLP46,cadA1,40,CdCl2,Rep2
1310,21,28.5,G2,0.1616,WRLP46,cadA1,40,CdCl2,Rep2
1320,22,28.5,G2,0.1613,WRLP46,cadA1,40,CdCl2,Rep2
1330,22,28.5,G2,0.1618,WRLP46,cadA1,40,CdCl2,Rep2
1340,22,28.5,G2,0.1622,WRLP46,cadA1,40,CdCl2,Rep2
1350,22,28.5,G2,0.1628,WRLP46,cadA1,40,CdCl2,Rep2
1360,22,28.5,G2,0.1627,WRLP46,cadA1,40,CdCl2,Rep2
1370,22,28.5,G2,0.1629,WRLP46,cadA1,40,CdCl2,Rep2
1380,23,28.5,G2,0.1642,WRLP46,cadA1,40,CdCl2,Rep2
1390,23,28.5,G2,0.1644,WRLP46,cadA1,40,CdCl2,Rep2
1400,23,28.5,G2,0.1653,WRLP46,cadA1,40,CdCl2,Rep2
1410,23,28.5,G2,0.1654,WRLP46,cadA1,40,CdCl2,Rep2
0,0,29.5,G3,0.0698,WRLP81,cadA2,40,CdCl2,Rep2
10,0,29,G3,0.0691,WRLP81,cadA2,40,CdCl2,Rep2
20,0,29,G3,0.0692,WRLP81,cadA2,40,CdCl2,Rep2
30,0,29,G3,0.0699,WRLP81,cadA2,40,CdCl2,Rep2
40,0,29.5,G3,0.0696,WRLP81,cadA2,40,CdCl2,Rep2
50,0,29.5,G3,0.07,WRLP81,cadA2,40,CdCl2,Rep2
60,1,29.5,G3,0.0699,WRLP81,cadA2,40,CdCl2,Rep2
70,1,29.5,G3,0.07,WRLP81,cadA2,40,CdCl2,Rep2
80,1,29.5,G3,0.0702,WRLP81,cadA2,40,CdCl2,Rep2
90,1,29.5,G3,0.0701,WRLP81,cadA2,40,CdCl2,Rep2
100,1,29.5,G3,0.0692,WRLP81,cadA2,40,CdCl2,Rep2
110,1,29.5,G3,0.0696,WRLP81,cadA2,40,CdCl2,Rep2
120,2,29.5,G3,0.0697,WRLP81,cadA2,40,CdCl2,Rep2
130,2,29.5,G3,0.0691,WRLP81,cadA2,40,CdCl2,Rep2
140,2,29.5,G3,0.0697,WRLP81,cadA2,40,CdCl2,Rep2
150,2,29.5,G3,0.0692,WRLP81,cadA2,40,CdCl2,Rep2
160,2,29.5,G3,0.0693,WRLP81,cadA2,40,CdCl2,Rep2
170,2,29.5,G3,0.0691,WRLP81,cadA2,40,CdCl2,Rep2
180,3,29.5,G3,0.0703,WRLP81,cadA2,40,CdCl2,Rep2
190,3,29.5,G3,0.0692,WRLP81,cadA2,40,CdCl2,Rep2
200,3,29.5,G3,0.0699,WRLP81,cadA2,40,CdCl2,Rep2
210,3,29.5,G3,0.0698,WRLP81,cadA2,40,CdCl2,Rep2
220,3,29.5,G3,0.0697,WRLP81,cadA2,40,CdCl2,Rep2
230,3,29.5,G3,0.0692,WRLP81,cadA2,40,CdCl2,Rep2
240,4,29.5,G3,0.0704,WRLP81,cadA2,40,CdCl2,Rep2
250,4,29.5,G3,0.0689,WRLP81,cadA2,40,CdCl2,Rep2
260,4,29.5,G3,0.0706,WRLP81,cadA2,40,CdCl2,Rep2
270,4,29.5,G3,0.0701,WRLP81,cadA2,40,CdCl2,Rep2
280,4,29.5,G3,0.069,WRLP81,cadA2,40,CdCl2,Rep2
290,4,29.5,G3,0.0691,WRLP81,cadA2,40,CdCl2,Rep2
300,5,29,G3,0.07,WRLP81,cadA2,40,CdCl2,Rep2
310,5,29,G3,0.0698,WRLP81,cadA2,40,CdCl2,Rep2
320,5,29,G3,0.0703,WRLP81,cadA2,40,CdCl2,Rep2
330,5,29,G3,0.0702,WRLP81,cadA2,40,CdCl2,Rep2
340,5,29,G3,0.0703,WRLP81,cadA2,40,CdCl2,Rep2
350,5,29,G3,0.0705,WRLP81,cadA2,40,CdCl2,Rep2
360,6,29,G3,0.0701,WRLP81,cadA2,40,CdCl2,Rep2
370,6,29,G3,0.0699,WRLP81,cadA2,40,CdCl2,Rep2
380,6,29,G3,0.0702,WRLP81,cadA2,40,CdCl2,Rep2
390,6,29,G3,0.07,WRLP81,cadA2,40,CdCl2,Rep2
400,6,29,G3,0.0702,WRLP81,cadA2,40,CdCl2,Rep2
410,6,29,G3,0.0702,WRLP81,cadA2,40,CdCl2,Rep2
420,7,29,G3,0.0709,WRLP81,cadA2,40,CdCl2,Rep2
430,7,29,G3,0.0709,WRLP81,cadA2,40,CdCl2,Rep2
440,7,29,G3,0.071,WRLP81,cadA2,40,CdCl2,Rep2
450,7,29,G3,0.0709,WRLP81,cadA2,40,CdCl2,Rep2
460,7,29,G3,0.0709,WRLP81,cadA2,40,CdCl2,Rep2
470,7,29,G3,0.0709,WRLP81,cadA2,40,CdCl2,Rep2
480,8,29,G3,0.0717,WRLP81,cadA2,40,CdCl2,Rep2
490,8,29,G3,0.0716,WRLP81,cadA2,40,CdCl2,Rep2
500,8,29,G3,0.0717,WRLP81,cadA2,40,CdCl2,Rep2
510,8,29,G3,0.0723,WRLP81,cadA2,40,CdCl2,Rep2
520,8,29,G3,0.0728,WRLP81,cadA2,40,CdCl2,Rep2
530,8,29,G3,0.0736,WRLP81,cadA2,40,CdCl2,Rep2
540,9,29,G3,0.0732,WRLP81,cadA2,40,CdCl2,Rep2
550,9,29,G3,0.0736,WRLP81,cadA2,40,CdCl2,Rep2
560,9,29,G3,0.0739,WRLP81,cadA2,40,CdCl2,Rep2
570,9,29,G3,0.0753,WRLP81,cadA2,40,CdCl2,Rep2
580,9,29,G3,0.0754,WRLP81,cadA2,40,CdCl2,Rep2
590,9,29,G3,0.0769,WRLP81,cadA2,40,CdCl2,Rep2
600,10,29,G3,0.0773,WRLP81,cadA2,40,CdCl2,Rep2
610,10,29,G3,0.0778,WRLP81,cadA2,40,CdCl2,Rep2
620,10,29,G3,0.079,WRLP81,cadA2,40,CdCl2,Rep2
630,10,29,G3,0.08,WRLP81,cadA2,40,CdCl2,Rep2
640,10,29,G3,0.0822,WRLP81,cadA2,40,CdCl2,Rep2
650,10,29,G3,0.0832,WRLP81,cadA2,40,CdCl2,Rep2
660,11,29,G3,0.0852,WRLP81,cadA2,40,CdCl2,Rep2
670,11,29,G3,0.0875,WRLP81,cadA2,40,CdCl2,Rep2
680,11,29,G3,0.0907,WRLP81,cadA2,40,CdCl2,Rep2
690,11,29,G3,0.0932,WRLP81,cadA2,40,CdCl2,Rep2
700,11,29,G3,0.0942,WRLP81,cadA2,40,CdCl2,Rep2
710,11,29,G3,0.0964,WRLP81,cadA2,40,CdCl2,Rep2
720,12,29,G3,0.1006,WRLP81,cadA2,40,CdCl2,Rep2
730,12,29,G3,0.1028,WRLP81,cadA2,40,CdCl2,Rep2
740,12,29,G3,0.1047,WRLP81,cadA2,40,CdCl2,Rep2
750,12,29,G3,0.1055,WRLP81,cadA2,40,CdCl2,Rep2
760,12,29,G3,0.1081,WRLP81,cadA2,40,CdCl2,Rep2
770,12,29,G3,0.11,WRLP81,cadA2,40,CdCl2,Rep2
780,13,29,G3,0.1126,WRLP81,cadA2,40,CdCl2,Rep2
790,13,29,G3,0.1146,WRLP81,cadA2,40,CdCl2,Rep2
800,13,29,G3,0.1165,WRLP81,cadA2,40,CdCl2,Rep2
810,13,29,G3,0.118,WRLP81,cadA2,40,CdCl2,Rep2
820,13,28.5,G3,0.1204,WRLP81,cadA2,40,CdCl2,Rep2
830,13,28.5,G3,0.1216,WRLP81,cadA2,40,CdCl2,Rep2
840,14,28.5,G3,0.1233,WRLP81,cadA2,40,CdCl2,Rep2
850,14,28.5,G3,0.1255,WRLP81,cadA2,40,CdCl2,Rep2
860,14,28.5,G3,0.1275,WRLP81,cadA2,40,CdCl2,Rep2
870,14,28.5,G3,0.1308,WRLP81,cadA2,40,CdCl2,Rep2
880,14,28.5,G3,0.1331,WRLP81,cadA2,40,CdCl2,Rep2
890,14,28.5,G3,0.1345,WRLP81,cadA2,40,CdCl2,Rep2
900,15,28.5,G3,0.1361,WRLP81,cadA2,40,CdCl2,Rep2
910,15,28.5,G3,0.1376,WRLP81,cadA2,40,CdCl2,Rep2
920,15,28.5,G3,0.1405,WRLP81,cadA2,40,CdCl2,Rep2
930,15,28.5,G3,0.1429,WRLP81,cadA2,40,CdCl2,Rep2
940,15,28.5,G3,0.1449,WRLP81,cadA2,40,CdCl2,Rep2
950,15,28.5,G3,0.1461,WRLP81,cadA2,40,CdCl2,Rep2
960,16,28.5,G3,0.148,WRLP81,cadA2,40,CdCl2,Rep2
970,16,28.5,G3,0.149,WRLP81,cadA2,40,CdCl2,Rep2
980,16,28.5,G3,0.1494,WRLP81,cadA2,40,CdCl2,Rep2
990,16,28.5,G3,0.1495,WRLP81,cadA2,40,CdCl2,Rep2
1000,16,28.5,G3,0.1493,WRLP81,cadA2,40,CdCl2,Rep2
1010,16,28.5,G3,0.1484,WRLP81,cadA2,40,CdCl2,Rep2
1020,17,28.5,G3,0.1482,WRLP81,cadA2,40,CdCl2,Rep2
1030,17,28.5,G3,0.1487,WRLP81,cadA2,40,CdCl2,Rep2
1040,17,28.5,G3,0.1484,WRLP81,cadA2,40,CdCl2,Rep2
1050,17,28.5,G3,0.1499,WRLP81,cadA2,40,CdCl2,Rep2
1060,17,28.5,G3,0.1501,WRLP81,cadA2,40,CdCl2,Rep2
1070,17,28.5,G3,0.1509,WRLP81,cadA2,40,CdCl2,Rep2
1080,18,28.5,G3,0.1517,WRLP81,cadA2,40,CdCl2,Rep2
1090,18,28.5,G3,0.1519,WRLP81,cadA2,40,CdCl2,Rep2
1100,18,28.5,G3,0.1522,WRLP81,cadA2,40,CdCl2,Rep2
1110,18,28.5,G3,0.153,WRLP81,cadA2,40,CdCl2,Rep2
1120,18,28.5,G3,0.1525,WRLP81,cadA2,40,CdCl2,Rep2
1130,18,28.5,G3,0.1532,WRLP81,cadA2,40,CdCl2,Rep2
1140,19,28.5,G3,0.1534,WRLP81,cadA2,40,CdCl2,Rep2
1150,19,28.5,G3,0.1536,WRLP81,cadA2,40,CdCl2,Rep2
1160,19,28.5,G3,0.1539,WRLP81,cadA2,40,CdCl2,Rep2
1170,19,28.5,G3,0.1544,WRLP81,cadA2,40,CdCl2,Rep2
1180,19,28.5,G3,0.1544,WRLP81,cadA2,40,CdCl2,Rep2
1190,19,28.5,G3,0.1541,WRLP81,cadA2,40,CdCl2,Rep2
1200,20,28.5,G3,0.1546,WRLP81,cadA2,40,CdCl2,Rep2
1210,20,28.5,G3,0.1551,WRLP81,cadA2,40,CdCl2,Rep2
1220,20,28.5,G3,0.1556,WRLP81,cadA2,40,CdCl2,Rep2
1230,20,28.5,G3,0.1558,WRLP81,cadA2,40,CdCl2,Rep2
1240,20,28.5,G3,0.1553,WRLP81,cadA2,40,CdCl2,Rep2
1250,20,28.5,G3,0.1547,WRLP81,cadA2,40,CdCl2,Rep2
1260,21,28.5,G3,0.1554,WRLP81,cadA2,40,CdCl2,Rep2
1270,21,28.5,G3,0.1553,WRLP81,cadA2,40,CdCl2,Rep2
1280,21,28.5,G3,0.156,WRLP81,cadA2,40,CdCl2,Rep2
1290,21,28.5,G3,0.1563,WRLP81,cadA2,40,CdCl2,Rep2
1300,21,28.5,G3,0.1567,WRLP81,cadA2,40,CdCl2,Rep2
1310,21,28.5,G3,0.1563,WRLP81,cadA2,40,CdCl2,Rep2
1320,22,28.5,G3,0.1564,WRLP81,cadA2,40,CdCl2,Rep2
1330,22,28.5,G3,0.1563,WRLP81,cadA2,40,CdCl2,Rep2
1340,22,28.5,G3,0.1569,WRLP81,cadA2,40,CdCl2,Rep2
1350,22,28.5,G3,0.157,WRLP81,cadA2,40,CdCl2,Rep2
1360,22,28.5,G3,0.1571,WRLP81,cadA2,40,CdCl2,Rep2
1370,22,28.5,G3,0.1571,WRLP81,cadA2,40,CdCl2,Rep2
1380,23,28.5,G3,0.1578,WRLP81,cadA2,40,CdCl2,Rep2
1390,23,28.5,G3,0.1577,WRLP81,cadA2,40,CdCl2,Rep2
1400,23,28.5,G3,0.1582,WRLP81,cadA2,40,CdCl2,Rep2
1410,23,28.5,G3,0.1584,WRLP81,cadA2,40,CdCl2,Rep2
0,0,29.5,G4,0.07,EGDe,cadA3,40,CdCl2,Rep2
10,0,29,G4,0.0703,EGDe,cadA3,40,CdCl2,Rep2
20,0,29,G4,0.0696,EGDe,cadA3,40,CdCl2,Rep2
30,0,29,G4,0.0698,EGDe,cadA3,40,CdCl2,Rep2
40,0,29.5,G4,0.0698,EGDe,cadA3,40,CdCl2,Rep2
50,0,29.5,G4,0.0693,EGDe,cadA3,40,CdCl2,Rep2
60,1,29.5,G4,0.0704,EGDe,cadA3,40,CdCl2,Rep2
70,1,29.5,G4,0.0697,EGDe,cadA3,40,CdCl2,Rep2
80,1,29.5,G4,0.0708,EGDe,cadA3,40,CdCl2,Rep2
90,1,29.5,G4,0.0698,EGDe,cadA3,40,CdCl2,Rep2
100,1,29.5,G4,0.0704,EGDe,cadA3,40,CdCl2,Rep2
110,1,29.5,G4,0.0697,EGDe,cadA3,40,CdCl2,Rep2
120,2,29.5,G4,0.0697,EGDe,cadA3,40,CdCl2,Rep2
130,2,29.5,G4,0.0701,EGDe,cadA3,40,CdCl2,Rep2
140,2,29.5,G4,0.0694,EGDe,cadA3,40,CdCl2,Rep2
150,2,29.5,G4,0.0697,EGDe,cadA3,40,CdCl2,Rep2
160,2,29.5,G4,0.0702,EGDe,cadA3,40,CdCl2,Rep2
170,2,29.5,G4,0.0705,EGDe,cadA3,40,CdCl2,Rep2
180,3,29.5,G4,0.0695,EGDe,cadA3,40,CdCl2,Rep2
190,3,29.5,G4,0.07,EGDe,cadA3,40,CdCl2,Rep2
200,3,29.5,G4,0.0704,EGDe,cadA3,40,CdCl2,Rep2
210,3,29.5,G4,0.0701,EGDe,cadA3,40,CdCl2,Rep2
220,3,29.5,G4,0.0697,EGDe,cadA3,40,CdCl2,Rep2
230,3,29.5,G4,0.071,EGDe,cadA3,40,CdCl2,Rep2
240,4,29.5,G4,0.0693,EGDe,cadA3,40,CdCl2,Rep2
250,4,29.5,G4,0.0708,EGDe,cadA3,40,CdCl2,Rep2
260,4,29.5,G4,0.0697,EGDe,cadA3,40,CdCl2,Rep2
270,4,29.5,G4,0.0697,EGDe,cadA3,40,CdCl2,Rep2
280,4,29.5,G4,0.0704,EGDe,cadA3,40,CdCl2,Rep2
290,4,29.5,G4,0.0705,EGDe,cadA3,40,CdCl2,Rep2
300,5,29,G4,0.0701,EGDe,cadA3,40,CdCl2,Rep2
310,5,29,G4,0.0702,EGDe,cadA3,40,CdCl2,Rep2
320,5,29,G4,0.0699,EGDe,cadA3,40,CdCl2,Rep2
330,5,29,G4,0.0697,EGDe,cadA3,40,CdCl2,Rep2
340,5,29,G4,0.0702,EGDe,cadA3,40,CdCl2,Rep2
350,5,29,G4,0.0707,EGDe,cadA3,40,CdCl2,Rep2
360,6,29,G4,0.0704,EGDe,cadA3,40,CdCl2,Rep2
370,6,29,G4,0.0705,EGDe,cadA3,40,CdCl2,Rep2
380,6,29,G4,0.0703,EGDe,cadA3,40,CdCl2,Rep2
390,6,29,G4,0.0706,EGDe,cadA3,40,CdCl2,Rep2
400,6,29,G4,0.0703,EGDe,cadA3,40,CdCl2,Rep2
410,6,29,G4,0.0709,EGDe,cadA3,40,CdCl2,Rep2
420,7,29,G4,0.0702,EGDe,cadA3,40,CdCl2,Rep2
430,7,29,G4,0.07,EGDe,cadA3,40,CdCl2,Rep2
440,7,29,G4,0.0699,EGDe,cadA3,40,CdCl2,Rep2
450,7,29,G4,0.071,EGDe,cadA3,40,CdCl2,Rep2
460,7,29,G4,0.0704,EGDe,cadA3,40,CdCl2,Rep2
470,7,29,G4,0.0703,EGDe,cadA3,40,CdCl2,Rep2
480,8,29,G4,0.0703,EGDe,cadA3,40,CdCl2,Rep2
490,8,29,G4,0.0706,EGDe,cadA3,40,CdCl2,Rep2
500,8,29,G4,0.0706,EGDe,cadA3,40,CdCl2,Rep2
510,8,29,G4,0.0714,EGDe,cadA3,40,CdCl2,Rep2
520,8,29,G4,0.0707,EGDe,cadA3,40,CdCl2,Rep2
530,8,29,G4,0.071,EGDe,cadA3,40,CdCl2,Rep2
540,9,29,G4,0.0718,EGDe,cadA3,40,CdCl2,Rep2
550,9,29,G4,0.0716,EGDe,cadA3,40,CdCl2,Rep2
560,9,29,G4,0.0727,EGDe,cadA3,40,CdCl2,Rep2
570,9,29,G4,0.0725,EGDe,cadA3,40,CdCl2,Rep2
580,9,29,G4,0.0721,EGDe,cadA3,40,CdCl2,Rep2
590,9,29,G4,0.0728,EGDe,cadA3,40,CdCl2,Rep2
600,10,29,G4,0.0735,EGDe,cadA3,40,CdCl2,Rep2
610,10,29,G4,0.0743,EGDe,cadA3,40,CdCl2,Rep2
620,10,29,G4,0.0749,EGDe,cadA3,40,CdCl2,Rep2
630,10,29,G4,0.0755,EGDe,cadA3,40,CdCl2,Rep2
640,10,29,G4,0.0759,EGDe,cadA3,40,CdCl2,Rep2
650,10,29,G4,0.0762,EGDe,cadA3,40,CdCl2,Rep2
660,11,29,G4,0.0768,EGDe,cadA3,40,CdCl2,Rep2
670,11,29,G4,0.0788,EGDe,cadA3,40,CdCl2,Rep2
680,11,29,G4,0.0792,EGDe,cadA3,40,CdCl2,Rep2
690,11,29,G4,0.0801,EGDe,cadA3,40,CdCl2,Rep2
700,11,29,G4,0.0825,EGDe,cadA3,40,CdCl2,Rep2
710,11,29,G4,0.0847,EGDe,cadA3,40,CdCl2,Rep2
720,12,29,G4,0.0887,EGDe,cadA3,40,CdCl2,Rep2
730,12,29,G4,0.0922,EGDe,cadA3,40,CdCl2,Rep2
740,12,29,G4,0.0919,EGDe,cadA3,40,CdCl2,Rep2
750,12,29,G4,0.0932,EGDe,cadA3,40,CdCl2,Rep2
760,12,29,G4,0.0952,EGDe,cadA3,40,CdCl2,Rep2
770,12,29,G4,0.0978,EGDe,cadA3,40,CdCl2,Rep2
780,13,29,G4,0.1011,EGDe,cadA3,40,CdCl2,Rep2
790,13,29,G4,0.1066,EGDe,cadA3,40,CdCl2,Rep2
800,13,29,G4,0.1109,EGDe,cadA3,40,CdCl2,Rep2
810,13,29,G4,0.1114,EGDe,cadA3,40,CdCl2,Rep2
820,13,28.5,G4,0.1145,EGDe,cadA3,40,CdCl2,Rep2
830,13,28.5,G4,0.1167,EGDe,cadA3,40,CdCl2,Rep2
840,14,28.5,G4,0.1196,EGDe,cadA3,40,CdCl2,Rep2
850,14,28.5,G4,0.1218,EGDe,cadA3,40,CdCl2,Rep2
860,14,28.5,G4,0.1256,EGDe,cadA3,40,CdCl2,Rep2
870,14,28.5,G4,0.1285,EGDe,cadA3,40,CdCl2,Rep2
880,14,28.5,G4,0.1309,EGDe,cadA3,40,CdCl2,Rep2
890,14,28.5,G4,0.1338,EGDe,cadA3,40,CdCl2,Rep2
900,15,28.5,G4,0.1365,EGDe,cadA3,40,CdCl2,Rep2
910,15,28.5,G4,0.1389,EGDe,cadA3,40,CdCl2,Rep2
920,15,28.5,G4,0.1417,EGDe,cadA3,40,CdCl2,Rep2
930,15,28.5,G4,0.1443,EGDe,cadA3,40,CdCl2,Rep2
940,15,28.5,G4,0.1474,EGDe,cadA3,40,CdCl2,Rep2
950,15,28.5,G4,0.1497,EGDe,cadA3,40,CdCl2,Rep2
960,16,28.5,G4,0.1529,EGDe,cadA3,40,CdCl2,Rep2
970,16,28.5,G4,0.157,EGDe,cadA3,40,CdCl2,Rep2
980,16,28.5,G4,0.1588,EGDe,cadA3,40,CdCl2,Rep2
990,16,28.5,G4,0.1605,EGDe,cadA3,40,CdCl2,Rep2
1000,16,28.5,G4,0.1632,EGDe,cadA3,40,CdCl2,Rep2
1010,16,28.5,G4,0.1658,EGDe,cadA3,40,CdCl2,Rep2
1020,17,28.5,G4,0.167,EGDe,cadA3,40,CdCl2,Rep2
1030,17,28.5,G4,0.1688,EGDe,cadA3,40,CdCl2,Rep2
1040,17,28.5,G4,0.1696,EGDe,cadA3,40,CdCl2,Rep2
1050,17,28.5,G4,0.171,EGDe,cadA3,40,CdCl2,Rep2
1060,17,28.5,G4,0.1722,EGDe,cadA3,40,CdCl2,Rep2
1070,17,28.5,G4,0.1729,EGDe,cadA3,40,CdCl2,Rep2
1080,18,28.5,G4,0.174,EGDe,cadA3,40,CdCl2,Rep2
1090,18,28.5,G4,0.1754,EGDe,cadA3,40,CdCl2,Rep2
1100,18,28.5,G4,0.176,EGDe,cadA3,40,CdCl2,Rep2
1110,18,28.5,G4,0.1782,EGDe,cadA3,40,CdCl2,Rep2
1120,18,28.5,G4,0.1782,EGDe,cadA3,40,CdCl2,Rep2
1130,18,28.5,G4,0.1786,EGDe,cadA3,40,CdCl2,Rep2
1140,19,28.5,G4,0.1798,EGDe,cadA3,40,CdCl2,Rep2
1150,19,28.5,G4,0.1792,EGDe,cadA3,40,CdCl2,Rep2
1160,19,28.5,G4,0.1799,EGDe,cadA3,40,CdCl2,Rep2
1170,19,28.5,G4,0.1794,EGDe,cadA3,40,CdCl2,Rep2
1180,19,28.5,G4,0.179,EGDe,cadA3,40,CdCl2,Rep2
1190,19,28.5,G4,0.1776,EGDe,cadA3,40,CdCl2,Rep2
1200,20,28.5,G4,0.1779,EGDe,cadA3,40,CdCl2,Rep2
